longitude,latitude,Location Name,Address
-86.812559,33.28529,"Waffle House-Pelham,AL","1020 Oak Mtn State Park Rd [I-65 Exit 246], Pelham,AL 35124-1345, (205) 733-8213 [WH  #735]"
-86.810658,33.297865,"Waffle House-Pelham,AL","2965 Pelham Pkwy, Pelham,AL 35124-1708, (205) 620-9684 [WH  #1365]"
-86.282588,33.602536,"Waffle House-Pell City,AL","1203 Martin St N [I-20 Exit 158], Pell City,AL 35125, (205) 338-9887 [WH  #812]"
-85.028439,32.468253,"Waffle House-Phenix City,AL","1141 Hwy 280 By-Pass, Phenix City,AL 36867, (334) 297-1163 [WH  #79]"
-85.018394,32.486798,"Waffle House-Phenix City,AL","3509 Retail Drive, Phenix City,AL 36867, (334) 448-5423 [WH  #1984]"
-85.0221405,32.4972763,"Waffle House-Phenix City,AL","3603 Hwy 280/431, Phenix City,AL 36867, (334) 298-1500 [WH  #2049]"
-85.015168,32.496659,"Waffle House-Phenix City,AL","3707 Summerville Rd, Phenix City,AL 36867, (334) 480-0872 [WH  #780]"
-85.090215,32.470023,"Waffle House-Phenix City,AL","3898 Highway 80 West, Phenix City,AL 36867, (334) 291-3295 [WH  #1754]"
-86.682081,33.694202,"Waffle House-Pinson,AL","4688 Center Point Rd, Pinson,AL 35126, (205) 681-3315 [WH  #1843]"
-86.389679,32.460426,"Waffle House-Prattville,AL","2597 Cobbs Ford Rd, Prattville,AL 36066-7709, (334) 285-7903 [WH  #801]"
-86.411017,32.487205,"Waffle House-Prattville,AL","791 Business Park Dr, Prattville,AL 36066-7216, (334) 358-5111 [WH  #1442]"
-87.708351,30.539637,"Waffle House-Robertsdale,AL","21582 Highway 59, Robertsdale,AL 36567, (251) 947-2227 [WH  #1739]"
-87.722014,34.4973687,"Waffle House-Russellville,AL","14005 Hwy 43, Russellville,AL 35653, (256) 332-7005 [WH  #2186]"
-88.101566,30.802315,"Waffle House-Saraland,AL","1204 Industrial Pkwy, Saraland,AL 36571, (251) 675-7009 [WH  #992]"
-88.071893,30.803321,"Waffle House-Saraland,AL","811 Us Hwy 43 South, Saraland,AL 36571, (251) 679-0085 [WH  #1838]"
-88.046538,30.870475,"Waffle House-Satsuma,AL","6097 Hwy 43 North, Satsuma,AL 36572, (251) 679-4467 [WH  #1429]"
-88.225591,30.763522,"Waffle House-Semmes,AL","3401 Schillinger Rd, Semmes,AL 36575, (251) 645-1603 [WH  #1503]"
-86.43007,33.778977,"Waffle House-Springville,AL","101 Springville Station Blvd, Springville,AL 35146-6162, (205) 467-0949 [WH  #1806]"
-87.701557,30.471399,"Waffle House-Summerdale,AL","1024 Hwy 59 South, Summerdale,AL 36580-4158, (251) 989-6292 [WH  #1805]"
-88.170962,30.574802,"Waffle House-Theodore,AL","5579 Hwy 90, Theodore,AL 36582, (251) 653-8447 [WH  #347]"
-88.206922,30.560471,"Waffle House-Theodore,AL","7031 Theodore Dawes, Theodore,AL 36582-4077, (251) 653-6633 [WH  #1113]"
-85.9791,31.793855,"Waffle House-Troy,AL","105 Us Hwy 231 N, Troy,AL 36081, (334) 807-6009 [WH  #1534]"
-85.953257,31.782534,"Waffle House-Troy,AL","1208 A Hwy 231 South, Troy,AL 36081, (334) 807-0599 [WH  #1484]"
-86.615771,33.639607,"Waffle House-Trussville,AL","1128 Chalkville Rd, Trussville,AL 35173-1004, (205) 655-4552 [WH  #756]"
-87.554648,33.211069,"Waffle House-Tuscaloosa,AL","1307 B University Blvd, Tuscaloosa,AL 35401, (205) 247-9919 [WH  #1937]"
-87.524648,33.177825,"Waffle House-Tuscaloosa,AL","3421 Mcfarland Blvd, Tuscaloosa,AL 35405-2421, (205) 553-8643 [WH  #78]"
-87.470757,33.176447,"Waffle House-Tuscaloosa,AL","5001 Skyland Blvd E, Tuscaloosa,AL 35405-3536, (205) 553-5564 [WH  #1316]"
-87.551787,33.165991,"Waffle House-Tuscaloosa,AL","5037 Oscar Baxter Dr, Tuscaloosa,AL 35405-3698, (205) 752-7041 [WH  #1184]"
-87.549124,33.127149,"Waffle House-Tuscaloosa,AL","8711 Highway 69 South, Tuscaloosa,AL 35405, (205) 345-7298 [WH  #1944]"
-87.667635,34.712653,"Waffle House-Tuscumbia,AL","183 Highway 43 South, Tuscumbia,AL 35674-4701, (256) 383-8840 [WH  #1013]"
-85.183826,32.84645,"Waffle House-Valley,AL","2800 20Th Ave [I085 Exit 79], Valley,AL 36854-2840, (334) 768-3202 [WH  #134]"
-85.207614,32.8177,"Waffle House-Valley,AL","580 Fob James Pkwy [I-85 Exit 77], Valley,AL 36854, (334) 756-1936 [WH  #1248]"
-86.805723,33.415016,"Waffle House-Vestavia Hills,AL","3023 Columbiana Rd [I-65 Exit 252], Vestavia Hills,AL 35216-3506, (205) 979-7319 [WH  #664]"
-86.205293,32.528684,"Waffle House-Wetumpka,AL","675 Wilson St, Wetumpka,AL 36092, (334) 567-4858 [WH  #1964]"
-93.070735,34.180355,"Waffle House-Arkadelphia,AR","123 Valley St, Arkadelphia,AR 71923-9634, (870) 246-9406 [WH  #330]"
-91.910215,35.068951,"Waffle House-Beebe,AR","2200 West Center St, Beebe,AR 72012-2015, (501) 882-0152 [WH  #1312]"
-92.590271,34.575035,"Waffle House-Benton,AR","1215 Hot Springs Rd, Benton,AR 72019-2393, (501) 776-1431 [WH  #437]"
-94.185659,36.335123,"Waffle House-Bentonville,AR","2308 Se Walton Blvd, Bentonville,AR 72712-3708, (479) 271-7245 [WH  #880]"
-91.198031,34.903922,"Waffle House-Brinkley,AR","1407 North Main St, Brinkley,AR 72021-2005, (870) 734-3533 [WH  #685]"
-92.498843,34.620823,"Waffle House-Bryant,AR","105 W Commerce Dr, Bryant,AR 72022-7506, (501) 847-1276 [WH  #1281]"
-92.027062,34.976593,"Waffle House-Cabot,AR","1106 West Main St, Cabot,AR 72023-2433, (501) 605-1824 [WH  #1824]"
-92.061493,34.946383,"Waffle House-Cabot,AR","3224 Bill Foster Mem, Cabot,AR 72023-7202, (501) 605-9619 [WH  #1320]"
-93.464966,35.454272,"Waffle House-Clarksville,AR","1238-D Rogers St, Clarksville,AR 72830-9159, (479) 705-1808 [WH  #1376]"
-92.420182,35.091538,"Waffle House-Conway,AR","816 East Oak St, Conway,AR 72032-4724, (501) 329-8290 [WH  #510]"
-92.438389,35.111467,"Waffle House-Conway,AR","990 Hwy 65 N, Conway,AR 72032, (501) 327-2620 [WH  #261]"
-94.191499,36.054624,"Waffle House-Fayetteville,AR","2311 West Mlk Blvd, Fayetteville,AR 72701-6220, (479) 443-7549 [WH  #439]"
-94.167041,36.066494,"Waffle House-Fayetteville,AR","609 West Dickson St, Fayetteville,AR 72701-5087, (479) 587-9366 [WH  #1899]"
-90.789696,35.031812,"Waffle House-Forrest City,AR","2340 N Washington St, Forrest City,AR 72335-1845, (870) 633-0926 [WH  #668]"
-94.388955,35.298328,"Waffle House-Fort Smith,AR","9009 Hwy 71 South, Fort Smith,AR 72908-8412, (479) 646-2050 [WH  #1432]"
-93.603671,33.679389,"Waffle House-Hope,AR","1407 North Hervey St, Hope,AR 71801-2518, (870) 722-5033 [WH  #1788]"
-93.058303,34.49211,"Waffle House-Hot Springs,AR","2017 Central Ave, Hot Springs,AR 71901-6911, (501) 623-8681 [WH  #167]"
-93.089923,34.445704,"Waffle House-Hot Springs,AR","4761 Central Ave, Hot Springs,AR 71913-7407, (501) 525-4698 [WH  #608]"
-92.128359,34.867974,"Waffle House-Jacksonville,AR","116 Marshall Rd, Jacksonville,AR 72076-3706, (501) 982-7986 [WH  #229]"
-90.670645,35.809312,"Waffle House-Jonesboro,AR","2905 Phillips Dr, Jonesboro,AR 72401-7342, (870) 932-0855 [WH  #698]"
-90.697759,35.804969,"Waffle House-Jonesboro,AR","719 East Parker Rd, Jonesboro,AR 72404-8302, (870) 934-0309 [WH  #1793]"
-92.31012,34.761908,"Waffle House-Little Rock,AR","1220 Rebsamen Pk Rd, Little Rock,AR 72202-1820, (501) 664-1350 [WH  #1291]"
-92.393889,34.75493,"Waffle House-Little Rock,AR","201 N Shackleford Rd, Little Rock,AR 72271-2841, (501) 224-3047 [WH  #488]"
-92.223888,34.714789,"Waffle House-Little Rock,AR","3202 Bankhead Drive, Little Rock,AR 72206-3732, (501) 490-1332 [WH  #612]"
-92.343605,34.715843,"Waffle House-Little Rock,AR","4200 S University Ave, Little Rock,AR 72204, (501) 562-1231 [WH  #2106]"
-92.407189,34.750176,"Waffle House-Little Rock,AR","500 E Bowman Rd, Little Rock,AR 72211-3612, (501) 223-8152 [WH  #962]"
-92.343904,34.676345,"Waffle House-Little Rock,AR","8107 Geyer Sprngs Rd, Little Rock,AR 72209-4824, (501) 565-0052 [WH  #1210]"
-91.8901829,34.8062499,"Waffle House-Lonoke,AR","100 Fannie Lane, Lonoke,AR 72086, (501) 676-0081 [WH  #2069]"
-92.829006,34.392576,"Waffle House-Malvern,AR","1921 Mlk Blvd, Malvern,AR 72104-2008, (501) 332-7188 [WH  #810]"
-92.72028,35.148041,"Waffle House-Morrilton,AR","1410 N Hwy 9B, Morrilton,AR 72110-1538, (501) 354-6367 [WH  #868]"
-92.383396,34.884136,"Waffle House-North Little Rock,AR","20514 Hwy 365 N, North Little Rock,AR 72113-9104, (501) 851-3450 [WH  #1094]"
-92.23761,34.797166,"Waffle House-North Little Rock,AR","2505 Mccain Blvd, North Little Rock,AR 72116-7606, (501) 771-1406 [WH  #946]"
-92.2709607,34.7958469,"Waffle House-North Little Rock,AR","4517 Camp Robinson, North Little Rock,AR 72118, (501) 771-1175 [WH  #2090]"
-92.377354,34.822905,"Waffle House-North Little Rock,AR","7300 Innerplan Dr, North Little Rock,AR 72113, (501) 771-0180 [WH  #1973]"
-90.5187044,36.0598185,"Waffle House-Paragould,AR","2523 West Kings Hwy, Paragould,AR 72450, (870) 215-0627 [WH  #2137]"
-93.137878,35.30395,"Waffle House-Russellville,AR","2404 N Arkansas Ave, Russellville,AR 72808-2220, (479) 968-3444 [WH  #897]"
-93.095996,35.281806,"Waffle House-Russellville,AR","3085 E Parkway Dr, Russellville,AR 72802-2004, (479) 968-3382 [WH  #1410]"
-91.69356,35.25042,"Waffle House-Searcy,AR","3305 East Race Ave, Searcy,AR 72143-4816, (501) 268-2722 [WH  #691]"
-92.203092,34.81491,"Waffle House-Sherwood,AR","6501 Warden Road, Sherwood,AR 72120-5038, (501) 833-0036 [WH  #1078]"
-94.515003,36.181106,"Waffle House-Siloam Springs,AR","2723 Us Hwy 412 East, Siloam Springs,AR 72761, (479) 238-1900 [WH  #1909]"
-94.183563,36.174384,"Waffle House-Springdale,AR","1281 S 48Th Street, Springdale,AR 72762-5800, (479) 750-2052 [WH  #782]"
-94.13787,36.18359,"Waffle House-Springdale,AR","219 S Thompson St, Springdale,AR 72764, (479) 320-7010 [WH  #2251]"
